date,ticker,shares,sell_price,sell_value,bought_price,realized_pnl,realized_pnl_pct
2015-12-31,STAR,37,1202.2158203125,44481.9853515625,1288.6044921875,-3196.380859375,-6.704048635462145
2015-12-31,INDUSINDBK,52,968.9500122070312,50385.400634765625,935.25,1752.400634765625,3.6033159269747395
2015-12-31,ZEEL,119,437.25,52032.75,408.1499938964844,3462.9007263183594,7.129733318309447
2015-12-31,DIVISLAB,42,1154.8499755859375,48503.698974609375,1182.050048828125,-1142.403076171875,-2.3010931956014415
2015-12-31,IDBI,520,88.8499984741211,46201.99920654297,93.55000305175781,-2444.0023803710938,-5.024056038818489
2015-12-31,CEATLTD,45,1051.4000244140625,47313.00109863281,1097.5,-2074.4989013671875,-4.200453356349659
2015-12-31,BEL,1281,41.548484802246094,53223.609031677246,37.995452880859375,4551.433891296387,9.351202978229528
2016-01-29,GODFRYPHLP,103,407.51666259765625,41974.216247558594,471.8999938964844,-6631.483123779297,-13.643427025123295
2016-01-29,JUBLPHARMA,186,261.5278625488281,48644.18243408203,268.0191650390625,-1207.3822631835938,-2.4219545976453953
2016-01-29,RCOM,642,62.150001525878906,39900.30097961426,75.80000305175781,-8763.300979614258,-18.00791685530461
2016-01-29,DCAL,450,165.125,74306.25,111.0,24356.25,48.76126126126126
2016-01-29,NATCOPHARM,85,529.0499877929688,44969.248962402344,579.2999877929688,-4271.25,-8.674262223177957
2016-01-29,NIITLTD,497,85.55000305175781,42518.35151672363,99.05000305175781,-6709.5,-13.62947964064744
2016-01-29,JAMNAAUTO,1765,29.139999389648438,51432.09892272949,27.920000076293945,2153.2987880706787,4.369625035890877
2016-02-29,GENUSPOWER,861,44.0,37884.0,57.20000076293945,-11365.20065689087,-23.076924102930935
2016-02-29,HFCL,2363,16.799999237060547,39698.39819717407,20.850000381469727,-9570.152704238892,-19.424465565039444
2016-02-29,TORNTPOWER,210,227.75,47827.5,234.0,-1312.5,-2.6709401709401708
2016-02-29,AUROPHARMA,68,655.6500244140625,44584.20166015625,769.2000122070312,-7721.399169921875,-14.76208866237077
2016-02-29,TITAGARH,301,88.3499984741211,26593.34954071045,163.5500030517578,-22635.201377868652,-45.97982462515673
2016-02-29,RAJESHEXPO,98,707.9500122070312,69379.10119628906,506.5,19742.101196289062,39.772954038900544
2016-02-29,BALRAMCHIN,553,81.4000015258789,45014.200843811035,88.94999694824219,-4175.1474685668945,-8.487909703646688
2016-02-29,INTELLECT,211,152.22340393066406,32119.138229370117,233.4404296875,-17136.792434692383,-34.791328076956866
2016-02-29,DIVISLAB,43,950.5499877929688,40873.649475097656,1140.949951171875,-8187.198425292969,-16.687845350564725
2016-02-29,ARVIND,405,90.3977279663086,36611.07982635498,120.01893615722656,-11996.589317321777,-24.680445552453286
2016-02-29,MOREPENLAB,1309,25.399999618530273,33248.59950065613,37.650001525878906,-16035.25249671936,-32.53652433168837
2016-02-29,NILKAMAL,39,976.2000122070312,38071.80047607422,1253.699951171875,-10822.497619628906,-22.134477927151178
2016-02-29,VEEDOL,35,1147.550048828125,40164.251708984375,1394.6700439453125,-8649.199829101562,-17.718885996728094
2016-02-29,TATAELXSI,54,847.125,45744.75,919.2249755859375,-3893.398681640625,-7.843561424120263
2016-03-31,APOLLOHOSP,28,1329.300048828125,37220.4013671875,1463.8499755859375,-3767.39794921875,-9.191510674033108
2016-03-31,BIOCON,570,80.55833435058594,45918.250579833984,86.3499984741211,-3301.248550415039,-6.707196555736947
2016-04-29,RIIL,95,420.79998779296875,39975.99884033203,434.04998779296875,-1258.75,-3.0526437904935335
2016-04-29,TORNTPOWER,179,234.75,42020.25,231.89999389648438,510.1510925292969,1.2289806720684142
2016-04-29,RAJESHEXPO,66,592.0499877929688,39075.29919433594,621.0999755859375,-1917.2991943359375,-4.677183856844202
2016-04-29,IGL,880,57.33000183105469,50450.401611328125,55.98500061035156,1183.60107421875,2.402431376332674
2016-04-29,VAKRANGEE,606,92.01453399658203,55760.80760192871,81.29891967773438,6493.66227722168,13.180512559482855
2016-04-29,PIDILITIND,140,301.5249938964844,42213.49914550781,293.32501220703125,1147.9974365234375,2.79552760528499
2016-04-29,ASIANPAINT,48,866.25,41580.0,846.0999755859375,967.201171875,2.3815181415302953
2016-05-31,INFY,76,624.3250122070312,47448.700927734375,542.0250244140625,6254.799072265625,15.183798549141954
2016-05-31,RELINFRA,82,538.0999755859375,44124.197998046875,538.5499877929688,-36.9010009765625,-0.08355996977651874
2016-05-31,RELIANCE,186,218.94839477539062,40724.401428222656,220.95993041992188,-374.1456298828125,-0.9103621822782259
2016-05-31,BODALCHEM,493,83.19999694824219,41017.5984954834,90.44999694824219,-3574.25,-8.015478435171906
2016-05-31,TVSMOTOR,154,284.6499938964844,43836.099060058594,268.1499938964844,2541.0,6.153272562209939
2016-05-31,MARICO,174,249.1999969482422,43360.79946899414,236.75,2166.2994689941406,5.258710432203669
2016-05-31,HINDZINC,226,170.75,38589.5,183.60000610351562,-2904.1013793945312,-6.998913767067445
2016-05-31,POWERGRID,531,84.3750228881836,44803.13715362549,78.24376678466797,3255.696990966797,7.836095264162381
2016-06-30,HDIL,444,103.25,45843.0,97.19999694824219,2686.2013549804688,6.224283170481338
2016-06-30,SHRIRAMFIN,187,234.604736328125,43871.085693359375,230.0252685546875,856.3604736328125,1.9908542231953752
2016-06-30,PEL,52,815.3353881835938,42397.440185546875,815.166259765625,8.794677734375,0.020747720595964983
2016-06-30,HEROMOTOCO,14,3178.25,44495.5,2945.699951171875,3255.70068359375,7.894559958002873
2016-06-30,GODREJCP,101,535.75,54110.75,440.54998779296875,9615.201232910156,21.60935531605766
2016-06-30,ASHOKLEY,765,49.17499923706055,37618.87441635132,54.29999923706055,-3920.625,-9.438305841636389
2016-06-30,HAVELLS,129,359.8999938964844,46427.099212646484,321.3500061035156,4972.948425292969,11.996261727330026
2016-06-30,TATASTEEL,1334,30.673355102539062,40918.25570678711,33.450584411621094,-3704.8238983154297,-8.30248367235459
2016-07-29,M&MFIN,220,201.6573944091797,44364.62677001953,196.04818725585938,1234.0255737304688,2.8611369642504396
2016-07-29,PETRONET,415,149.0,61835.0,117.125,13228.125,27.2145144076841
2016-07-29,KIRIINDUS,116,360.45001220703125,41812.201416015625,381.8999938964844,-2488.1978759765625,-5.616648869407218
2016-07-29,IGL,710,64.83499908447266,46032.849349975586,62.755001068115234,1476.7985916137695,3.3144737167636413
2016-07-29,BALRAMCHIN,385,132.5500030517578,51031.75117492676,107.8499984741211,9509.501762390137,22.902183520719802
2016-07-29,RUSHIL,1509,31.554025650024414,47615.02470588684,28.587705612182617,4476.1769371032715,10.37620884334874
2016-07-29,INDUSINDBK,39,1175.6500244140625,45850.35095214844,1102.8499755859375,2839.201904296875,6.601083596111682
2016-07-29,DHAMPURSUG,367,123.8499984741211,45452.94944000244,121.25,954.1994400024414,2.1443286384503866
2016-08-31,GRASIM,70,720.5568237304688,50438.97766113281,630.59814453125,6297.1075439453125,14.265611147030699
2016-08-31,MUTHOOTFIN,152,375.75,57114.0,293.04998779296875,12570.40185546875,28.22044553895576
2016-08-31,GHCL,211,252.10000610351562,53193.1012878418,228.3000030517578,5021.800643920898,10.424880741837802
2016-08-31,PRICOLLTD,613,99.5214614868164,61006.65589141846,72.76312255859375,16402.86176300049,36.7745885378614
2016-08-31,CHOLAFIN,235,231.89999389648438,54496.49856567383,189.7100067138672,9914.646987915039,22.239199667654237
2016-08-31,PIDILITIND,122,349.2749938964844,42611.549255371094,353.125,-469.70074462890625,-1.0902672151548674
2016-08-31,HINDPETRO,257,180.5481414794922,46400.87236022949,186.91851806640625,-1637.186782836914,-3.408103516341205
2016-08-31,ASIANPAINT,43,1157.9000244140625,49789.70104980469,1114.1500244140625,1881.25,3.926760224504627
2016-08-31,ACC,27,1709.800048828125,46164.601318359375,1616.050048828125,2531.25,5.801181718844822
2016-08-31,POWERGRID,486,103.3312759399414,50219.00010681152,91.7437744140625,5631.525741577148,12.630286468901557
2016-09-30,SRF,153,355.5400085449219,54397.62130737305,344.29998779296875,1719.7231750488281,3.264600973123435
2016-09-30,HINDALCO,332,152.6999969482422,50696.398986816406,159.25,-2174.6010131835938,-4.113031743646978
2016-09-30,SUNDRMFAST,181,291.75,52806.75,291.6000061035156,27.148895263671875,0.051438235029092685
2016-09-30,INDIACEM,352,144.0,50688.0,149.8000030517578,-2041.60107421875,-3.871831063817694
2016-09-30,SUDARSCHEM,152,372.5,56620.0,315.25,8702.0,18.160190325138778
2016-09-30,SHREECEM,2,17042.69921875,34085.3984375,16110.25,1864.8984375,5.78792519513974
2016-09-30,INDIANB,235,211.10000610351562,49608.50143432617,224.9499969482422,-3254.747848510742,-6.1569197744480295
2016-09-30,YESBANK,236,250.94000244140625,59221.840576171875,188.58999633789062,14714.601440429688,33.06114179662273
2016-09-30,VEDL,292,172.0500030517578,50238.60089111328,164.64999389648438,2160.8026733398438,4.494387749522682
2016-09-30,EDELWEISS,844,61.48392868041992,51892.435806274414,62.59198760986328,-935.2017364501953,-1.770288772981465
2016-10-28,BAJFINANCE,820,107.25499725341797,87949.09774780273,60.0994987487793,38667.50877380371,78.46238235988027
2016-10-28,PEL,51,1000.6119995117188,51031.211975097656,1036.64111328125,-1837.4848022460938,-3.475562883618357
2016-10-28,JSWSTEEL,466,165.88499450683594,77302.40744018555,105.70500183105469,28043.876586914062,56.93201989813617
2016-10-28,AJANTPHARM,38,1361.066650390625,51720.53271484375,1338.066650390625,874.0,1.718897933319357
2016-10-28,CHOLAFIN,220,237.0800018310547,52157.60040283203,231.47000122070312,1234.2001342773438,2.423640463457946
2016-10-28,BODALCHEM,356,142.1999969482422,50623.19891357422,143.14999389648438,-338.19891357421875,-0.6636374353806511
2016-10-28,BPL,615,77.80000305175781,47847.001876831055,83.05000305175781,-3228.75,-6.321492844170197
2016-11-30,MARUTI,9,5266.0,47394.0,5477.2998046875,-1901.6982421875,-3.85773669914268
2016-11-30,DELTACORP,341,114.8499984741211,39163.84947967529,154.85000610351562,-13640.002601623535,-25.831453698913602
2016-11-30,IDFCFIRSTB,639,68.44999694824219,43739.54804992676,79.8499984741211,-7284.600975036621,-14.276771125516778
2016-11-30,MANAPPURAM,804,77.0,61908.0,53.650001525878906,18773.39877319336,43.5228290960213
2016-11-30,GNFC,214,216.60000610351562,46352.401306152344,280.79998779296875,-13738.796081542969,-22.863242336316333
2016-11-30,ESCORTS,183,322.70001220703125,59054.10223388672,262.5,11016.602233886719,22.933337983630953
2016-11-30,JISLJALEQS,559,89.8499984741211,50226.14914703369,107.5,-9866.350852966309,-16.418606070585028
2016-11-30,INDIACEM,383,119.6500015258789,45825.95058441162,157.0500030517578,-14324.200584411621,-23.81407246044641
2016-11-30,TVSMOTOR,148,374.1000061035156,55366.80090332031,405.0,-4573.1990966796875,-7.629628122588734
2016-11-30,APTECHT,452,116.71428680419922,52754.85763549805,113.0,1678.8576354980469,3.2869794727426718
2016-11-30,ABREL,54,807.25,43591.5,943.0499877929688,-7333.1993408203125,-14.400083723110276
2016-12-30,HINDALCO,282,155.0500030517578,43724.1008605957,175.75,-5837.399139404297,-11.778092146937233
2016-12-30,TIRUMALCHM,691,76.44000244140625,52820.04168701172,87.0999984741211,-7366.057258605957,-12.23880162969476
2016-12-30,INDIANB,195,220.85000610351562,43065.75119018555,253.75,-6415.498809814453,-12.965514836052956
2016-12-30,MOIL,264,180.02499389648438,47526.598388671875,188.0500030517578,-2118.6024169921875,-4.2674868519224
2016-12-30,RECLTD,483,93.63749694824219,45226.91102600098,102.67500305175781,-4365.115447998047,-8.802050971413047
2016-12-30,BAJAJFINSV,176,289.4849853515625,50949.357421875,272.3900146484375,3008.71484375,6.275916804508701
2016-12-30,PNBGILTS,930,45.70000076293945,42501.00070953369,53.349998474121094,-7114.497871398926,-14.339265098372
2017-01-31,OIL,312,146.5111083984375,45711.4658203125,150.70004272460938,-1306.947509765625,-2.7796503905621126
2017-01-31,PETRONET,300,186.97500610351562,56092.50183105469,175.9250030517578,3315.0009155273438,6.281087315659651
2017-01-31,GAIL,571,87.77816772460938,50121.33377075195,82.35004425048828,3099.4585037231445,6.59152465979265
2017-01-31,ENGINERSIN,311,147.89999389648438,45996.89810180664,151.0,-964.1018981933594,-2.052984174513659
2017-01-31,NMDC,1488,36.856407165527344,54842.33386230469,31.616825103759766,7796.498107910156,16.57213222571328
2017-01-31,TVSELECT,248,196.25,48670.0,189.5,1674.0,3.562005277044855
2017-01-31,NATIONALUM,720,75.05000305175781,54036.002197265625,65.30000305175781,7020.0,14.931086591637671
2017-02-28,HINDALCO,267,184.35000610351562,49221.45162963867,189.9499969482422,-1495.1975555419922,-2.948139476018236
2017-02-28,JUBLPHARMA,116,540.1657104492188,62659.222412109375,517.3148803710938,2650.6962890625,4.417199455336187
2017-02-28,DWARKESH,1274,39.91999816894531,50858.07766723633,39.8650016784668,70.0655288696289,0.1379568246907215
2017-02-28,HINDZINC,175,308.3500061035156,53961.251068115234,282.6000061035156,4506.25,9.111818628400115
2017-02-28,STLTECH,407,129.60000610351562,52747.20248413086,124.80000305175781,1953.6012420654297,3.8461561974218275
2017-02-28,DATAMATICS,366,134.3000030517578,49153.80111694336,128.5,2122.8011169433594,4.513621051951605
2017-02-28,VAKRANGEE,512,147.78233337402344,75664.5546875,117.47577667236328,15516.95703125,25.798132653495294
2017-02-28,SWANENERGY,297,156.60000610351562,46510.20181274414,171.0500030517578,-4291.64909362793,-8.44782033933655
2017-02-28,INFIBEAM,1993,28.817983627319336,57434.24136924744,24.90542221069336,7797.734903335571,15.709677127842806
2017-02-28,ONGC,257,193.5500030517578,49742.35078430176,192.60000610351562,244.1492156982422,0.4932486594686804
2017-02-28,HCC,1320,35.303287506103516,46600.33950805664,35.61729431152344,-414.4889831542969,-0.8816133046870147
2017-02-28,BEL,1089,45.92727279663086,50014.800075531006,46.666664123535156,-805.1971549987793,-1.5844100725669898
2017-02-28,POWERGRID,436,108.08440399169922,47124.80014038086,116.5500259399414,-3691.0111694335938,-7.263509278500331
2017-03-31,NFL,685,76.5999984741211,52470.99895477295,77.5999984741211,-685.0,-1.288659819153851
2017-03-31,GAIL,549,94.2375259399414,51736.40174102783,96.9188003540039,-1472.0196533203125,-2.76651630464773
2017-03-31,ESCORTS,118,538.75,63572.5,449.04998779296875,10584.601440429688,19.975507102872207
2017-03-31,TATACOMM,121,448.3206481933594,54246.798431396484,408.5209655761719,4815.7615966796875,9.74238435010419
2017-03-31,VENKEYS,61,1017.0999755859375,62043.09851074219,858.5499877929688,9671.549255371094,18.46718188192457
2017-03-31,HDFCBANK,153,360.63751220703125,55177.53936767578,347.5249938964844,2006.2153015136719,3.773115183321934
2017-03-31,BIOCON,457,188.71665954589844,86243.51341247559,97.56666564941406,41655.54721069336,93.42329502579632
2017-03-31,NILKAMAL,27,1951.9000244140625,52701.30065917969,1931.199951171875,558.9019775390625,1.0718762306112555
2017-03-31,HINDPETRO,271,233.62222290039062,63311.62240600586,188.42222595214844,12249.199172973633,23.988675815623335
2017-03-31,APTECHT,317,164.92857360839844,52282.357833862305,167.42857360839844,-792.5,-1.4931740419931503
2017-03-31,JINDALSTEL,424,121.0,51304.0,125.44999694824219,-1886.7987060546875,-3.5472276257433113
2017-03-31,BAJAJFINSV,135,409.8399963378906,55328.399505615234,391.4150085449219,2487.3733520507812,4.707276775477594
2017-03-31,CHENNPETRO,140,363.04998779296875,50826.998291015625,379.8500061035156,-2352.0025634765625,-4.422803222482662
2017-04-28,RAIN,529,112.0999984741211,59300.89919281006,109.5999984741211,1322.5,2.281021929567183
2017-04-28,VIPIND,293,198.8000030517578,58248.40089416504,197.89999389648438,263.7026824951172,0.4547797791970654
2017-04-28,VEDL,216,243.5500030517578,52606.80065917969,229.85000610351562,2959.1993408203125,5.960407476374934
2017-04-28,INDUSINDBK,40,1444.949951171875,57797.998046875,1425.1500244140625,791.9970703125,1.3893222761549655
2017-04-28,LTF,491,118.68254852294922,58273.13132476807,108.31177520751953,5092.049697875977,9.574926914049598
2017-04-28,YESBANK,183,326.04998779296875,59667.14776611328,290.5400085449219,6498.326202392578,12.222061748358659
2017-04-28,EDELWEISS,680,90.61785125732422,61620.13885498047,85.23969268798828,3657.1478271484375,6.309453260257719
2017-04-28,KEC,278,219.35000610351562,60979.301696777344,208.60000610351562,2988.5,5.1534034925509165
2017-04-28,DHAMPURSUG,267,236.0,63012.0,216.85000610351562,5113.048370361328,8.83098609983111
2017-04-28,BOMDYEING,699,86.44999694824219,60428.54786682129,83.0,2411.547866821289,4.156622829207455
2017-05-31,BANKINDIA,318,141.35000610351562,44949.30194091797,186.8000030517578,-14453.099029541016,-24.330833086576064
2017-05-31,JAYBARMARU,499,114.87999725341797,57325.11862945557,119.05000305175781,-2080.832893371582,-3.5027347261191624
2017-05-31,IOC,526,143.14999389648438,75296.89678955078,97.08333587646484,24231.062118530273,47.45063362742062
2017-05-31,IGL,659,107.43499755859375,70799.66339111328,80.11499786376953,18003.87979888916,34.10098036984304
2017-05-31,CESC,766,82.3904037475586,63111.04927062988,66.26692962646484,12350.581176757812,24.331101821042516
2017-05-31,BBTC,67,882.2000122070312,59107.400817871094,853.3499755859375,1932.9524536132812,3.3807977320541185
2017-05-31,SUNTV,64,798.0,51072.0,921.75,-7920.0,-13.425549227013834
2017-05-31,JMFINANCIL,514,122.9000015258789,63170.60078430176,115.55000305175781,3777.899215698242,6.36088124621584
2017-05-31,NATCOPHARM,68,933.7000122070312,63491.600830078125,849.2000122070312,5746.0,9.95054154325651
2017-05-31,GICHSGFIN,118,540.25,63749.5,500.8999938964844,4643.300720214844,7.855860767218868
2017-05-31,RECLTD,427,144.9375,61888.3125,135.75,3923.0625,6.767955801104971
2017-05-31,RCF,709,88.25,62569.25,81.75,4608.5,7.951070336391437
2017-05-31,ITI,516,74.44999694824219,38416.19842529297,115.1500015258789,-21001.202362060547,-35.345205417552485
2017-05-31,BEL,1072,52.318180084228516,56085.08905029297,55.43939208984375,-3345.9392700195312,-5.629953518532586
2017-06-30,KOTAKBANK,61,955.75,58300.75,966.0499877929688,-628.2992553710938,-1.0661961516608507
2017-06-30,OMAXE,296,202.35000610351562,59895.601806640625,200.5500030517578,532.8009033203125,0.8975332956206781
2017-06-30,SAMMAANCAP,57,959.2647705078125,54678.09191894531,1034.5423583984375,-4290.822509765625,-7.276414279175704
2017-06-30,MOTHERSON,1087,56.10050964355469,60981.253982543945,54.710140228271484,1511.3315544128418,2.541337692577745
2017-06-30,LICHSGFIN,81,742.2000122070312,60118.20098876953,734.0999755859375,656.1029663085938,1.1033969337253462
2017-06-30,ADFFOODS,1085,49.58000183105469,53794.301986694336,54.779998779296875,-5641.996688842773,-9.4925101572062
2017-06-30,KEC,228,257.75,58767.0,259.95001220703125,-501.602783203125,-0.8463212555185805
2017-06-30,AVANTIFEED,127,498.6166687011719,63324.31692504883,467.1833190917969,3992.035400390625,6.728268823998543
2017-06-30,FEDERALBNK,634,112.8499984741211,71546.89903259277,91.44999694824219,13567.600967407227,23.40076789503955
2017-07-31,PEL,42,1664.7265625,69918.515625,1407.5325927734375,10802.146728515625,18.272683065887733
2017-07-31,MOTILALOFS,57,1067.6500244140625,60856.05139160156,1031.300048828125,2071.9486083984375,3.524675057200112
2017-07-31,PCBL,994,58.334999084472656,57984.98908996582,61.060001373291016,-2708.652275085449,-4.462827100443426
2017-07-31,GODREJIND,98,663.0,64974.0,604.5499877929688,5728.1011962890625,9.668350572698673
2017-07-31,KARURVYSYA,594,98.9888687133789,58799.38801574707,102.12969207763672,-1865.6490783691406,-3.0753283402345213
2017-07-31,IIFL,184,323.3947448730469,59504.633056640625,328.7738342285156,-989.75244140625,-1.6361062820254704
2017-07-31,SOUTHBANK,2113,30.149999618530273,63706.94919395447,28.149999618530273,4226.0,7.104795833401936
2017-07-31,CANFINHOME,113,617.780029296875,69809.14331054688,523.4500122070312,10659.291931152344,18.020826227917826
2017-07-31,DCBBANK,341,195.5,66665.5,156.0,13469.5,25.320512820512818
2017-07-31,CEATLTD,33,1877.1500244140625,61945.95080566406,1795.0,2710.9508056640625,4.576603031424095
2017-08-31,MARUTI,8,7700.2998046875,61602.3984375,7211.0,3914.3984375,6.7854639396408265
2017-08-31,NOCIL,441,142.25,62732.25,144.39999389648438,-948.1473083496094,-1.488915503712303
2017-08-31,PRAKASH,517,103.43207550048828,53474.38303375244,123.11488342285156,-10176.011695861816,-15.987350493409085
2017-08-31,MOTHERSON,1076,56.11872482299805,60383.7479095459,59.19696807861328,-3312.189743041992,-5.2000015465780995
2017-08-31,GOACARBON,234,355.3500061035156,83151.90142822266,258.75,22604.401428222656,37.33333569217995
2017-08-31,RELIANCE,172,364.47589111328125,62689.853271484375,369.2075500488281,-813.8453369140625,-1.281571553702276
2017-08-31,TVSMOTOR,110,603.7000122070312,66407.00134277344,538.2999877929688,7194.002685546875,12.14936390435429
2017-08-31,BEPL,1346,57.0,76722.0,45.06666564941406,16062.268035888672,26.4792927957409
2017-08-31,JINDALSTEL,415,137.10000610351562,56896.502532958984,153.39999389648438,-6764.494934082031,-10.625807328237654
2017-09-29,GRASIM,54,1129.458984375,60990.78515625,1190.4664306640625,-3294.402099609375,-5.124667501546558
2017-09-29,RAIN,457,175.9499969482422,80409.14860534668,142.39999389648438,15332.35139465332,23.560396411355537
2017-09-29,DWARKESH,980,62.45000076293945,61201.000747680664,66.44999694824219,-3919.9962615966797,-6.019558117389119
2017-09-29,MEP,548,100.94999694824219,55320.59832763672,110.69999694824219,-5343.0,-8.80758831868678
2017-09-29,DBL,107,599.3499755859375,64130.44738769531,604.0499877929688,-502.90130615234375,-0.7780833212502481
2017-09-29,INDUSINDBK,38,1682.199951171875,63923.59814453125,1645.75,1385.09814453125,2.214792718935136
2017-09-29,HINDUNILVR,55,1173.9000244140625,64564.50134277344,1155.75,998.2513427734375,1.5704109378379838
2017-09-29,KEC,209,306.95001220703125,64152.55255126953,304.6000061035156,491.1512756347656,0.7715055996147933
2017-09-29,VENKEYS,35,2000.449951171875,70015.74829101562,1698.6500244140625,10562.997436523438,17.76704573750654
2017-09-29,SHAKTIPUMP,880,81.30000305175781,71544.00268554688,67.57499694824219,12078.00537109375,20.310775765225767
2017-09-29,AVANTIFEED,105,676.566650390625,71039.49829101562,615.816650390625,6378.75,9.864949244465059
2017-10-31,BAJFINANCE,374,180.05999755859375,67342.43908691406,170.30999755859375,3646.5,5.724854758832107
2017-10-31,MOTILALOFS,51,1374.1500244140625,70081.65124511719,1286.699951171875,4459.9537353515625,6.796462000526343
2017-10-31,KEI,203,334.70001220703125,67944.10247802734,325.1000061035156,1948.8012390136719,2.952939379662414
2017-10-31,MARUTI,8,8211.25,65690.0,7978.2001953125,1864.3984375,2.921082436918865
2017-10-31,STLTECH,296,284.8999938964844,84330.39819335938,223.64999389648438,18130.0,27.38654221844037
2017-10-31,RAJESHEXPO,91,782.25,71184.75,650.75,11966.5,20.207452938916635
2017-10-31,LTF,452,187.09243774414062,84565.78186035156,134.2154541015625,23900.396606445312,39.397090295254266
2017-10-31,JBMA,602,107.73999786376953,64859.47871398926,110.11000061035156,-1426.7416534423828,-2.152395543951368
2017-10-31,EDELWEISS,487,152.12879943847656,74086.72532653809,133.64308166503906,9002.544555664062,13.832154678810696
2017-10-31,FEL,1297,51.599998474121094,66925.19802093506,51.099998474121094,648.5,0.9784736104311593
2017-11-30,TIRUMALCHM,449,193.13499450683594,86717.61253356934,147.5399932861328,20472.155548095703,30.90348603464968
2017-11-30,V2RETAIL,140,500.5,70070.0,513.7999877929688,-1861.998291015625,-2.58855354397709
2017-11-30,IGL,450,163.3000030517578,73485.00137329102,147.19000244140625,7249.500274658203,10.945037260098335
2017-11-30,BATAINDIA,89,734.25,65348.25,811.0999755859375,-6839.6478271484375,-9.474784601050096
2017-11-30,TVSMOTOR,100,716.2999877929688,71629.99877929688,657.0499877929688,5925.0,9.017578738418484
2017-11-30,TATASTEEL,1076,66.13421630859375,71160.41674804688,67.05360412597656,-989.2612915039062,-1.3711236396115534
2017-11-30,GUJALKALI,92,779.1500244140625,71681.80224609375,782.2000122070312,-280.598876953125,-0.389924283478723
2017-12-29,BRITANNIA,30,2354.625,70638.75,2407.800048828125,-1595.25146484375,-2.2084495286062173
2017-12-29,PCBL,919,97.52999877929688,89630.06887817383,70.81500244140625,24551.081634521484,37.72505177839279
2017-12-29,VIPIND,205,351.3500061035156,72026.7512512207,357.1499938964844,-1188.9974975585938,-1.6239641305019332
2017-12-29,DHANI,994,265.18109130859375,263590.0047607422,58.340843200683594,205599.2066192627,354.5376390882992
2017-12-29,SAREGAMA,1098,80.65237426757812,88556.30694580078,65.74176788330078,16371.845809936523,22.680568022973446
2017-12-29,BFINVEST,186,396.70001220703125,73786.20227050781,393.3999938964844,613.8034057617188,0.8388455418774641
