date,ticker,shares,buy_price,buy_value
2019-08-30,PIDILITIND,141,688.8499755859375,97127.84655761719
2019-09-30,KOTAKBANK,59,1644.449951171875,97022.54711914062
2019-09-30,ASTRAL,151,645.665771484375,97495.53149414062
2019-09-30,IGL,557,174.85000610351562,97391.4533996582
2019-09-30,PIIND,74,1307.050048828125,96721.70361328125
2019-09-30,BHARTIARTL,270,360.28564453125,97277.1240234375
2019-09-30,GODREJPROP,93,1038.699951171875,96599.09545898438
2019-09-30,NAM-INDIA,374,260.3500061035156,97370.90228271484
2019-10-31,MANAPPURAM,571,169.35000610351562,96698.85348510742
2019-10-31,ADANIGREEN,1079,89.69999694824219,96786.29670715332
2019-10-31,COLPAL,62,1549.199951171875,96050.39697265625
2019-10-31,ADANIENT,484,199.64999389648438,96630.59704589844
2019-10-31,BAJFINANCE,240,402.7550048828125,96661.201171875
2019-10-31,DMART,48,1994.6500244140625,95743.201171875
2019-10-31,SIEMENS,99,972.1298217773438,96240.85235595703
2019-10-31,TITAN,72,1331.199951171875,95846.396484375
2019-11-29,DIXON,150,661.489990234375,99223.49853515625
2019-11-29,WHIRLPOOL,46,2142.35009765625,98548.1044921875
2019-11-29,SCI,1640,60.5,99220.0
2019-11-29,POLYCAB,107,924.25,98894.75
2019-11-29,LALPATHLAB,63,1567.9000244140625,98777.70153808594
2019-11-29,NAUKRI,188,526.75,99029.0
2019-11-29,GMRAIRPORT,5031,19.73033332824707,99263.30697441101
2019-11-29,AVANTIFEED,194,511.6000061035156,99250.40118408203
2019-12-31,MANAPPURAM,582,177.39999389648438,103246.7964477539
2019-12-31,DLF,447,230.89999389648438,103212.29727172852
2019-12-31,ICICIBANK,191,538.9000244140625,102929.90466308594
2019-12-31,GUJGASLTD,435,237.5500030517578,103334.25132751465
2019-12-31,SRF,150,687.219970703125,103082.99560546875
2019-12-31,BHARTIARTL,231,447.4000549316406,103349.41268920898
2019-12-31,HDFCLIFE,165,626.0499877929688,103298.24798583984
2019-12-31,ICICIGI,74,1386.800048828125,102623.20361328125
2020-01-31,RALLIS,504,235.4499969482422,118666.79846191406
2020-01-31,GRANULES,813,146.0500030517578,118738.6524810791
2020-01-31,COFORGE,305,388.489990234375,118489.44702148438
2020-01-31,PIIND,76,1556.8499755859375,118320.59814453125
2020-01-31,COROMANDEL,188,631.8499755859375,118787.79541015625
2020-01-31,BATAINDIA,65,1801.8499755859375,117120.24841308594
2020-01-31,JUBLFOOD,314,378.04998779296875,118707.69616699219
2020-01-31,ALKEM,49,2397.64990234375,117484.84521484375
2020-01-31,DMART,55,2133.949951171875,117367.24731445312
2020-01-31,TATACONSUM,309,383.3999938964844,118470.59811401367
2020-02-28,DEEPAKNTR,241,461.8999938964844,111317.89852905273
2020-02-28,DIVISLAB,52,2106.949951171875,109561.3974609375
2020-02-28,TRENT,151,737.2000122070312,111317.20184326172
2020-02-28,MIDHANI,449,248.14999389648438,111419.34725952148
2020-02-28,IPCALAB,163,680.6749877929688,110950.0230102539
2020-02-28,AJANTPHARM,120,923.433349609375,110812.001953125
2020-02-28,BAJFINANCE,249,446.5849914550781,111199.66287231445
2020-02-28,NAVINFLUOR,77,1430.199951171875,110125.39624023438
2020-02-28,ABBOTINDIA,7,15718.9501953125,110032.6513671875
2020-02-28,WELCORP,599,185.89999389648438,111354.09634399414
2020-02-28,NESTLEIND,141,788.9425048828125,111240.89318847656
2020-02-28,INDIAGLYCO,653,170.64999389648438,111434.4460144043
2020-02-28,MUTHOOTFIN,126,880.25,110911.5
2020-03-31,MCX,71,1124.25,79821.75
2020-03-31,TORNTPHARM,81,985.9000244140625,79857.90197753906
2020-03-31,BIOCON,295,270.54998779296875,79812.24639892578
2020-04-30,LAURUSLABS,826,102.5,84665.0
2020-04-30,DEEPAKNTR,167,506.1499938964844,84527.04898071289
2020-04-30,APLLTD,113,743.5,84015.5
2020-04-30,MIDHANI,393,215.0500030517578,84514.65119934082
2020-04-30,IOLCP,1464,57.849998474121094,84692.39776611328
2020-04-30,NAVINFLUOR,53,1573.199951171875,83379.59741210938
2020-04-30,SANOFI,10,7778.2998046875,77782.998046875
2020-04-30,AARTIIND,153,551.2000122070312,84333.60186767578
2020-04-30,PFIZER,17,4901.9501953125,83333.1533203125
2020-04-30,MUTHOOTFIN,98,862.7000122070312,84544.60119628906
2020-05-29,AUROPHARMA,123,745.6500244140625,91714.95300292969
2020-05-29,GRANULES,539,171.25,92303.75
2020-05-29,CIPLA,142,648.1500244140625,92037.30346679688
2020-05-29,JBCHEPHARM,270,341.07501220703125,92090.25329589844
2020-05-29,INDIACEM,736,125.55000305175781,92404.80224609375
2020-05-29,AARTIDRUGS,380,243.0625,92363.75
2020-06-30,DIXON,92,1151.780029296875,105963.7626953125
2020-06-30,RALLIS,393,272.29998779296875,107013.89520263672
2020-06-30,ASTRAZEN,30,3547.699951171875,106430.99853515625
2020-06-30,GUJGASLTD,336,318.25,106932.0
2020-06-30,COROMANDEL,141,755.75,106560.75
2020-06-30,BAYERCROP,18,5937.0,106866.0
2020-06-30,MUTHOOTFIN,98,1086.050048828125,106432.90478515625
2020-07-31,SYNGENE,211,487.54998779296875,102873.0474243164
2020-07-31,SEQUENT,839,122.80000305175781,103029.2025604248
2020-07-31,DEEPAKNTR,160,643.1500244140625,102904.00390625
2020-07-31,JBCHEPHARM,280,367.1000061035156,102788.00170898438
2020-07-31,DIVISLAB,39,2616.550048828125,102045.45190429688
2020-07-31,DEEPAKFERT,666,154.7498321533203,103063.38821411133
2020-07-31,RELIANCE,108,953.96630859375,103028.361328125
2020-07-31,TATACONSUM,240,428.04998779296875,102731.9970703125
2020-07-31,CDSL,590,174.5500030517578,102984.50180053711
2020-08-31,TATACOMM,143,870.6500244140625,124502.95349121094
2020-08-31,BALAMINES,157,791.5999755859375,124281.19616699219
2020-08-31,INDIAMART,67,1842.824951171875,123469.27172851562
2020-08-31,NEULANDLAB,138,899.0999755859375,124075.79663085938
2020-08-31,ADANIGREEN,275,452.75,124506.25
2020-08-31,NUCLEUS,255,489.3500061035156,124784.25155639648
2020-08-31,ALKYLAMINE,100,1241.5799560546875,124157.99560546875
2020-08-31,GMMPFAUDLR,66,1864.183349609375,123036.10107421875
2020-08-31,POLYPLEX,178,697.4500122070312,124146.10217285156
2020-08-31,TANLA,545,228.9499969482422,124777.74833679199
2020-08-31,AFFLE,246,506.3399963378906,124559.6390991211
2020-09-30,DEEPAKNTR,152,821.2000122070312,124822.40185546875
2020-09-30,LTIM,49,2543.550048828125,124633.95239257812
2020-09-30,APLAPOLLO,429,291.69000244140625,125135.01104736328
2020-09-30,RAMCOSYS,295,424.5,125227.5
2020-09-30,FSL,1721,72.75,125202.75
2020-09-30,PERSISTENT,186,670.625,124736.25
2020-09-30,APOLLOHOSP,58,2148.050048828125,124586.90283203125
2020-09-30,RELIANCE,121,1031.1522216796875,124769.41882324219
2020-09-30,JBCHEPHARM,253,494.1499938964844,125019.94845581055
2020-09-30,AARTIDRUGS,162,771.2999877929688,124950.59802246094
2020-10-30,JSWSTEEL,427,309.0,131943.0
2020-10-30,ATGL,599,220.5,132079.5
2020-10-30,NAVINFLUOR,58,2241.550048828125,130009.90283203125
2020-10-30,ADANIENT,388,339.70001220703125,131803.60473632812
2020-10-30,BLUEDART,35,3696.300048828125,129370.50170898438
2020-10-30,WIPRO,775,170.35000610351562,132021.2547302246
2020-10-30,SOLARA,116,1137.1500244140625,131909.40283203125
2020-10-30,THYROCARE,115,1148.699951171875,132100.49438476562
2020-10-30,JKCEMENT,71,1851.4000244140625,131449.40173339844
2020-10-30,HCLTECH,156,841.9500122070312,131344.20190429688
2020-11-27,KAJARIACER,216,647.9000244140625,139946.4052734375
2020-11-27,CHOLAFIN,360,388.70001220703125,139932.00439453125
2020-11-27,BALAMINES,139,1001.9500122070312,139271.05169677734
2020-11-27,DHANI,497,281.75,140029.75
2020-11-27,TATASTEEL,2426,57.73500061035156,140065.1114807129
2020-11-27,ALKYLAMINE,87,1606.0,139722.0
2020-11-27,EMAMILTD,318,440.3500061035156,140031.30194091797
2020-11-27,TANLA,228,612.6500244140625,139684.20556640625
2020-11-27,AFFLE,204,683.7000122070312,139474.80249023438
2020-11-27,CGPOWER,3399,41.20000076293945,140038.8025932312
2020-12-31,APLAPOLLO,333,441.5,147019.5
2020-12-31,RAMCOSYS,245,599.75,146938.75
2020-12-31,FSL,1452,101.5,147378.0
2020-12-31,PERSISTENT,194,758.5750122070312,147163.55236816406
2020-12-31,DIVISLAB,38,3841.89990234375,145992.1962890625
2020-12-31,NIITLTD,728,202.25,147238.0
2020-12-31,SAIL,1989,74.0999984741211,147384.89696502686
2020-12-31,SUBEXLTD,5181,28.450000762939453,147399.4539527893
2020-12-31,BORORENEW,490,300.45001220703125,147220.5059814453
2020-12-31,TATACHEM,308,477.3999938964844,147039.1981201172
2020-12-31,HAVELLS,160,916.1500244140625,146584.00390625
2021-01-29,KAJARIACER,184,824.7000122070312,151744.80224609375
2021-01-29,SEQUENT,725,209.75,152068.75
2021-01-29,DHANI,445,341.20001220703125,151834.0054321289
2021-01-29,TRIDENT,10488,14.5,152076.0
2021-01-29,ALKYLAMINE,79,1913.3599853515625,151155.43884277344
2021-01-29,GRASIM,144,1051.4691162109375,151411.552734375
2021-01-29,PCBL,1592,95.5,152036.0
2021-01-29,BEPL,1594,95.4000015258789,152067.60243225098
2021-01-29,EMAMILTD,314,483.04998779296875,151677.6961669922
2021-01-29,ASHOKLEY,2745,55.400001525878906,152073.0041885376
2021-01-29,TATAMOTORS,578,262.70001220703125,151840.60705566406
2021-01-29,ADANIPORTS,298,509.70001220703125,151890.6036376953
2021-02-26,INTELLECT,368,434.04998779296875,159730.3955078125
2021-02-26,DEEPAKNTR,116,1368.6500244140625,158763.40283203125
2021-02-26,POONAWALLA,1357,117.9000015258789,159990.30207061768
2021-02-26,DBL,235,679.4500122070312,159670.75286865234
2021-02-26,NEULANDLAB,78,2026.0,158028.0
2021-02-26,ONMOBILE,1466,109.0999984741211,159940.59776306152
2021-02-26,HINDCOPPER,1067,149.85000610351562,159889.95651245117
2021-02-26,TANLA,178,896.5999755859375,159594.79565429688
2021-02-26,LINDEINDIA,102,1560.199951171875,159140.39501953125
2021-02-26,AFFLE,153,1039.8800048828125,159101.6407470703
2021-02-26,TATACHEM,216,739.5,159732.0
2021-02-26,CGPOWER,2834,56.45000076293945,159979.3021621704
2021-03-31,BALAMINES,99,1759.300048828125,174170.70483398438
2021-03-31,CUMMINSIND,190,919.6500244140625,174733.50463867188
2021-03-31,IIFL,620,281.8500061035156,174747.0037841797
2021-03-31,GRASIM,121,1444.80517578125,174821.42626953125
2021-03-31,JKCEMENT,60,2897.25,173835.0
2021-03-31,GRAPHITE,341,512.0,174592.0
2021-04-30,TATASTEEL,1697,103.4000015258789,175469.8025894165
2021-04-30,JSWSTEEL,244,717.8499755859375,175155.39404296875
2021-04-30,SPLPETRO,482,363.8999938964844,175399.79705810547
2021-04-30,ALKYLAMINE,51,3388.679931640625,172822.67651367188
2021-04-30,EKC,1323,132.64999389648438,175495.94192504883
2021-04-30,SAIL,1468,119.5,175426.0
2021-04-30,VEDL,682,257.25,175444.5
2021-04-30,JINDALSTEL,397,441.5,175275.5
2021-04-30,HINDCOPPER,1133,154.8000030517578,175388.4034576416
2021-04-30,LINDEINDIA,95,1834.699951171875,174296.49536132812
2021-05-31,LAURUSLABS,380,523.75,199025.0
2021-05-31,SHAKTIPUMP,1607,124.07499694824219,199388.5200958252
2021-05-31,TRIVENI,1334,149.4499969482422,199366.29592895508
2021-05-31,LUXIND,64,3105.85009765625,198774.40625
2021-05-31,PERSISTENT,156,1271.4749755859375,198350.09619140625
2021-05-31,TNPETRO,2083,95.75,199447.25
2021-05-31,GPIL,828,240.78750610351562,199372.05505371094
2021-05-31,RPOWER,23060,8.649999618530273,199468.9912033081
2021-05-31,CDSL,403,494.82501220703125,199414.4799194336
2021-05-31,HIKAL,506,393.79998779296875,199262.7938232422
2021-06-30,FSL,1407,186.9499969482422,263038.64570617676
2021-06-30,BAJAJHIND,12925,20.350000381469727,263023.7549304962
2021-06-30,RENUKA,6684,39.349998474121094,263015.3898010254
2021-06-30,JSWENERGY,1568,167.75,263032.0
2021-06-30,SOMANYCERA,428,614.3499755859375,262941.78955078125
2021-06-30,RTNPOWER,32675,8.050000190734863,263033.75623226166
2021-06-30,POLYCAB,133,1975.050048828125,262681.6564941406
2021-06-30,VEEDOL,106,2479.97998046875,262877.8779296875
2021-06-30,DALMIASUG,559,470.0,262730.0
2021-07-30,AMBUJACEM,639,411.1499938964844,262724.8460998535
2021-07-30,ICIL,997,263.3500061035156,262559.9560852051
2021-07-30,COFORGE,258,1016.780029296875,262329.24755859375
2021-07-30,VTL,687,381.92999267578125,262385.9049682617
2021-07-30,NITINSPIN,1070,245.39999389648438,262577.9934692383
2021-07-30,KPRMILL,697,376.6000061035156,262490.2042541504
2021-07-30,FLUOROCHEM,152,1723.8499755859375,262025.1962890625
2021-07-30,TIRUMALCHM,1352,194.1999969482422,262558.39587402344
2021-07-30,SSWL,1930,136.08999633789062,262653.6929321289
2021-07-30,JKLAKSHMI,379,691.9500122070312,262249.05462646484
2021-07-30,GOODLUCK,914,287.45001220703125,262729.31115722656
2021-08-31,CARBORUNIV,353,829.9500122070312,292972.35430908203
2021-08-31,BALAMINES,72,4040.14990234375,290890.79296875
2021-08-31,KNRCON,882,332.3999938964844,293176.7946166992
2021-08-31,DIVISLAB,56,5173.60009765625,289721.60546875
2021-08-31,SAKSOFT,4164,70.44000244140625,293312.1701660156
2021-08-31,MPHASIS,101,2898.10009765625,292708.10986328125
2021-08-31,SRF,144,2027.949951171875,292024.79296875
2021-08-31,APOLLOHOSP,59,4969.5498046875,293203.4384765625
2021-08-31,TECHM,202,1447.6500244140625,292425.3049316406
2021-08-31,COSMOFIRST,331,885.7000122070312,293166.70404052734
2021-08-31,MAXHEALTH,760,385.5,292980.0
2021-08-31,TATACONSUM,339,864.9500122070312,293218.0541381836
2021-09-30,HAPPSTMNDS,195,1379.949951171875,269090.2404785156
2021-09-30,BAJAJHLDNG,55,4808.60009765625,264473.00537109375
2021-09-30,NELCO,373,720.0999755859375,268597.2908935547
2021-09-30,TRIDENT,9611,28.0,269108.0
2021-09-30,MANINFRA,3673,73.26666259765625,269108.4517211914
2021-09-30,IRCTC,354,759.7000122070312,268933.80432128906
2021-09-30,TIRUMALCHM,883,304.75,269094.25
2021-09-30,OIL,1551,173.46665954589844,269046.7889556885
2021-09-30,IEX,1249,215.31666564941406,268930.51539611816
2021-09-30,DMART,63,4250.2001953125,267762.6123046875
2021-09-30,POLYCAB,112,2389.0,267568.0
2021-09-30,CGPOWER,2188,122.94999694824219,269014.5933227539
2021-10-29,LTIM,41,6682.2998046875,273974.2919921875
2021-10-29,ATGL,192,1439.449951171875,276374.390625
2021-10-29,ZENTEC,1318,209.85000610351562,276582.3080444336
2021-10-29,ABB,130,2119.89990234375,275586.9873046875
2021-10-29,SOLARINDS,111,2487.050048828125,276062.5554199219
2021-10-29,BCG,6346,43.58999252319336,276622.09255218506
2021-10-29,RKFORGE,1267,218.27000427246094,276548.095413208
2021-10-29,TTML,5259,52.599998474121094,276623.39197540283
2021-10-29,LTTS,58,4725.0,274050.0
2021-10-29,TATAPOWER,1290,214.3000030517578,276447.0039367676
2021-10-29,TITAN,116,2383.550048828125,276491.8056640625
2021-11-30,ALLCARGO,3501,83.48750305175781,292289.7481842041
2021-11-30,SKFINDIA,75,3877.85009765625,290838.75732421875
2021-11-30,JBMA,1562,187.1199951171875,292281.4323730469
2021-11-30,TANLA,194,1499.25,290854.5
2021-11-30,CENTURYPLY,485,601.5999755859375,291775.9881591797
2021-11-30,TCIEXP,136,2141.64990234375,291264.38671875
2021-11-30,RAYMOND,456,641.0499877929688,292318.79443359375
2021-11-30,KPRMILL,554,527.1500244140625,292041.1135253906
2021-11-30,BRIGADE,581,502.45001220703125,291923.45709228516
2021-11-30,BORORENEW,497,588.1500244140625,292310.56213378906
2021-11-30,IEX,1177,248.1666717529297,292092.17265319824
2021-11-30,RADICO,260,1122.300048828125,291798.0126953125
2021-12-31,UNOMINDA,487,612.4249877929688,298250.9690551758
2021-12-31,BSE,1401,213.1666717529297,298646.5071258545
2021-12-31,KABRAEXTRU,632,472.3500061035156,298525.2038574219
2021-12-31,EKC,1246,239.75,298728.5
2021-12-31,FLUOROCHEM,123,2414.89990234375,297032.68798828125
2021-12-31,STEELXIND,17127,17.44499969482422,298780.5097732544
2021-12-31,GRAVITA,1019,292.95001220703125,298516.06243896484
2021-12-31,TECHM,166,1790.550048828125,297231.30810546875
2021-12-31,LYKALABS,1344,222.3000030517578,298771.2041015625
2021-12-31,MAXHEALTH,674,442.8999938964844,298514.59588623047
2021-12-31,WEBELSOLAR,1908,156.5500030517578,298697.4058227539
2021-12-31,CGPOWER,1535,194.5500030517578,298634.25468444824
2022-01-31,POWERINDIA,108,3121.800048828125,337154.4052734375
2022-01-31,SHARDACROP,580,582.8499755859375,338052.98583984375
2022-01-31,GREENPANEL,649,521.2999877929688,338323.6920776367
2022-01-31,ADANIGREEN,180,1877.8499755859375,338012.99560546875
2022-01-31,ATGL,185,1821.25,336931.25
2022-01-31,RAYMOND,445,760.1500244140625,338266.7608642578
2022-01-31,DEEPAKFERT,594,569.75,338431.5
2022-01-31,POONAWALLA,1192,283.75,338230.0
2022-01-31,SUZLON,30848,10.97265625,338484.5
2022-01-31,TATAPOWER,1375,246.0500030517578,338318.754196167
2022-02-28,GNFC,598,553.0,330694.0
2022-02-28,ANGELONE,247,1335.300048828125,329819.1120605469
2022-02-28,NATIONALUM,2729,121.30000305175781,331027.70832824707
2022-02-28,BUTTERFLY,239,1383.0,330537.0
2022-02-28,VTL,648,510.2200012207031,330622.5607910156
2022-02-28,GMDCLTD,2495,132.64999389648438,330961.7347717285
2022-02-28,SRF,138,2383.64990234375,328943.6865234375
2022-02-28,FCL,20913,15.829999923706055,331052.7884044647
2022-02-28,RHIM,634,521.4000244140625,330567.6154785156
2022-02-28,AMBIKCO,131,2512.5,329137.5
2022-02-28,HINDALCO,577,573.75,331053.75
2022-02-28,TITAN,130,2546.550048828125,331051.50634765625
2022-03-31,SHOPERSTOP,716,470.54998779296875,336913.7912597656
2022-03-31,DWARKESH,2684,125.55000305175781,336976.20819091797
2022-03-31,ADANIPOWER,9105,37.02000045776367,337067.10416793823
2022-03-31,TRIVENI,1083,311.1499938964844,336975.4433898926
2022-03-31,GREENPANEL,575,585.4500122070312,336633.75701904297
2022-03-31,AVADHSUGAR,463,726.9000244140625,336554.71130371094
2022-03-31,CENTURYPLY,470,716.2999877929688,336660.9942626953
2022-03-31,TRIDENT,6318,53.349998474121094,337065.29035949707
2022-03-31,DHAMPURSUG,630,534.7000122070312,336861.0076904297
2022-03-31,RAYMOND,394,854.6500244140625,336732.1096191406
2022-03-31,POLYPLEX,139,2424.89990234375,337061.08642578125
2022-03-31,ATGL,156,2149.800048828125,335368.8076171875
2022-03-31,NIITLTD,542,621.7000122070312,336961.40661621094
2022-03-31,USHAMART,2506,134.5,337057.0
2022-03-31,LINDEINDIA,89,3784.89990234375,336856.09130859375
2022-04-29,ANGELONE,177,1949.199951171875,345008.3913574219
2022-04-29,BLS,3824,90.4124984741211,345737.39416503906
2022-04-29,CHENNPETRO,1238,279.25,345711.5
2022-04-29,ADANIGREEN,119,2882.800048828125,343053.2058105469
2022-04-29,GAEL,2086,165.72500610351562,345702.3627319336
2022-04-29,SCHAEFFLER,149,2307.60009765625,343832.41455078125
2022-04-29,ADANIENT,148,2332.0,345136.0
2022-04-29,DEEPAKFERT,512,674.7999877929688,345497.59375
2022-04-29,BDL,924,374.1000061035156,345668.40563964844
2022-04-29,RENUKA,6427,53.79999923706055,345772.59509658813
2022-04-29,TNPL,1642,210.5500030517578,345723.1050109863
2022-04-29,SWANENERGY,1073,322.25,345774.25
2022-04-29,GHCL,558,619.25,345541.5
2022-05-31,SHARDACROP,431,718.5,309673.5
2022-05-31,VRLLOG,958,323.0,309434.0
2022-05-31,JKIL,1268,244.1999969482422,309645.5961303711
2022-05-31,CREDITACC,289,1071.5,309663.5
2022-05-31,ITC,1144,270.6499938964844,309623.5930175781
2022-05-31,NAVA,3340,92.69999694824219,309617.9898071289
2022-05-31,ATGL,129,2397.89990234375,309329.08740234375
2022-05-31,RAYMOND,315,981.7000122070312,309235.50384521484
2022-05-31,MRPL,3816,81.1500015258789,309668.4058227539
2022-05-31,GOKEX,698,443.70001220703125,309702.6085205078
2022-05-31,HAL,336,919.1500244140625,308834.408203125
2022-06-30,TIMETECHNO,5911,51.5,304416.5
2022-06-30,ELECON,2331,130.5749969482422,304370.31788635254
2022-06-30,VBL,1925,158.11000061035156,304361.75117492676
2022-06-30,TVSMOTOR,361,841.9500122070312,303943.9544067383
2022-06-30,M&M,278,1093.1500244140625,303895.7067871094
2022-06-30,FINEORG,63,4797.89990234375,302267.69384765625
2022-07-29,CUMMINSIND,265,1226.8499755859375,325115.24353027344
2022-07-29,SHOPERSTOP,558,583.4500122070312,325565.10681152344
2022-07-29,ABB,119,2736.14990234375,325601.83837890625
2022-07-29,SCHAEFFLER,117,2780.5,325318.5
2022-07-29,BLUEDART,37,8587.4501953125,317735.6572265625
2022-07-29,ADANIENT,126,2569.199951171875,323719.19384765625
2022-07-29,APARINDS,290,1123.5999755859375,325843.9929199219
2022-07-29,PCJEWELLER,69609,4.684999942779541,326118.16101694107
2022-07-29,TIMKEN,109,2971.5,323893.5
2022-07-29,CGPOWER,1454,224.14999389648438,325914.0911254883
2022-08-30,SKFINDIA,73,4854.64990234375,354389.44287109375
2022-08-30,GESHIP,626,569.6500244140625,356600.9152832031
2022-08-30,BEL,3493,102.16666412353516,356868.1577835083
2022-08-30,KPIGREEN,3493,102.16666412353516,356868.1577835083
2022-08-30,NDTV,756,471.5,356454.0
2022-08-30,FCL,12952,27.55500030517578,356892.3639526367
2022-08-30,VINYLINDIA,720,495.3999938964844,356687.99560546875
2022-08-30,WSTCSTPAPR,564,631.8499755859375,356363.38623046875
2022-09-30,TATAINVEST,1569,230.27000427246094,361293.6367034912
2022-09-30,AMBUJACEM,701,515.5999755859375,361435.5828857422
2022-09-30,SHOPERSTOP,483,748.1500244140625,361356.4617919922
2022-09-30,COCHINSHIP,1639,220.5,361399.5
2022-09-30,INDHOTEL,1089,331.70001220703125,361221.31329345703
2022-09-30,DEEPAKFERT,411,878.8499755859375,361207.3399658203
2022-09-30,MAZDOCK,1464,246.72500610351562,361205.4089355469
2022-09-30,SOLARINDS,92,3916.800048828125,360345.6044921875
2022-09-30,HAL,308,1172.425048828125,361106.9150390625
2022-09-30,KARURVYSYA,5321,67.91666412353516,361384.56980133057
2022-09-30,RAJRATAN,300,1203.9000244140625,361170.00732421875
2022-09-30,FINEORG,51,6977.60009765625,355857.60498046875
2022-10-31,TRITURBINE,1474,279.79998779296875,412425.18200683594
2022-10-31,INDIANB,1624,253.89999389648438,412333.5900878906
2022-10-31,SOUTHBANK,30112,13.699999809265137,412534.3942565918
2022-10-31,KRBL,1033,399.25,412425.25
2022-10-31,M&M,305,1348.5999755859375,411322.99255371094
2022-10-31,DLINKINDIA,1515,272.29998779296875,412534.48150634766
2022-10-31,KALYANKJIL,4024,102.5,412460.0
2022-10-31,RITES,2136,193.10000610351562,412461.6130371094
2022-11-30,ELECON,1733,229.4499969482422,397636.8447113037
2022-11-30,BANKINDIA,4831,82.30000305175781,397591.314743042
2022-11-30,KTKBANK,2756,144.25,397553.0
2022-11-30,GODFRYPHLP,660,601.6500244140625,397089.01611328125
2022-11-30,IRFC,12123,32.79999923706055,397634.390750885
2022-11-30,UCOBANK,20082,19.799999237060547,397623.5846786499
2022-11-30,HONDAPOWER,148,2669.64990234375,395108.185546875
2022-11-30,RVNL,5366,74.0999984741211,397620.5918121338
2022-11-30,KIRLOSENG,1198,331.79998779296875,397496.38537597656
2022-11-30,UNIONBANK,4870,81.6500015258789,397635.5074310303
2022-11-30,CGPOWER,1422,279.6000061035156,397591.2086791992
2022-11-30,LEMONTREE,3940,100.9000015258789,397546.0060119629
2022-11-30,BANKBARODA,2391,166.25,397503.75
2022-12-30,AXISBANK,431,933.75,402446.25
2022-12-30,FACT,1078,373.3500061035156,402471.30657958984
2022-12-30,ABCAPITAL,2681,150.1999969482422,402686.1918182373
2022-12-30,CANBK,6041,66.66000366210938,402693.08212280273
2022-12-30,J&KBANK,7102,56.70000076293945,402683.405418396
2022-12-30,PSB,11932,33.75,402705.0
2022-12-30,UGARSUGAR,3919,102.75,402677.25
2022-12-30,RBLBANK,2244,179.39999389648438,402573.58630371094
2023-01-31,RICOAUTO,4228,89.05000305175781,376503.41290283203
2023-01-31,IRFC,11393,33.04999923706055,376538.6413078308
2023-01-31,CIEINDIA,953,394.75,376196.75
2023-01-31,SURYAROSNI,2336,161.16250610351562,376475.6142578125
2023-01-31,JINDALSAW,6017,62.57500076293945,376513.7795906067
2023-01-31,JINDALSTEL,645,583.5499877929688,376389.74212646484
2023-01-31,GRAVITA,726,518.6500244140625,376539.9177246094
2023-01-31,SWANENERGY,1139,330.5,376439.5
2023-01-31,CGPOWER,1244,302.45001220703125,376247.8151855469
2023-01-31,SUNFLAG,2755,136.64999389648438,376470.73318481445
2023-02-28,CUMMINSIND,230,1570.0999755859375,361122.9943847656
2023-02-28,CERA,55,6513.10009765625,358220.50537109375
2023-02-28,M&MFIN,1435,251.8000030517578,361333.00437927246
2023-02-28,SONATSOFTW,995,363.1499938964844,361334.24392700195
2023-02-28,ITC,959,376.70001220703125,361255.31170654297
2023-02-28,PERSISTENT,150,2396.550048828125,359482.50732421875
2023-02-28,ZENTEC,1371,263.6000061035156,361395.6083679199
2023-02-28,EQUITASBNK,5057,71.5,361575.5
2023-02-28,APARINDS,157,2299.699951171875,361052.8923339844
2023-02-28,VBL,1389,260.1499938964844,361348.3415222168
2023-02-28,FINCABLES,512,705.7000122070312,361318.40625
2023-02-28,POLYCAB,117,3081.35009765625,360517.96142578125
2023-02-28,SUPREMEIND,130,2761.35009765625,358975.5126953125
2023-02-28,SIEMENS,189,1905.7525634765625,360187.2344970703
2023-02-28,PNBHOUSING,731,494.6251220703125,361570.96423339844
2023-03-31,TRITURBINE,1079,333.1499938964844,359468.84341430664
2023-03-31,ACE,883,406.8999938964844,359292.6946105957
2023-03-31,JBMA,1116,322.0,359352.0
2023-03-31,ABB,106,3365.14990234375,356705.8896484375
2023-03-31,NCC,3388,106.0999984741211,359466.79483032227
2023-03-31,USHAMART,1676,214.5,359502.0
2023-03-31,KIRLOSENG,907,396.1000061035156,359262.7055358887
2023-03-31,BOSCHLTD,18,19369.900390625,348658.20703125
2023-03-31,PFC,2961,121.4000015258789,359465.40451812744
2023-03-31,GPPL,3087,116.44999694824219,359481.14057922363
2023-04-28,ABCAPITAL,2234,167.1999969482422,373524.79318237305
2023-04-28,SAKSOFT,2332,160.1999969482422,373586.3928833008
2023-04-28,SURYAROSNI,1871,199.6875,373615.3125
2023-04-28,GLENMARK,663,563.4500122070312,373567.3580932617
2023-04-28,BAJAJ-AUTO,84,4431.9501953125,372283.81640625
2023-04-28,CYIENT,316,1179.949951171875,372864.1845703125
2023-04-28,OFSS,104,3561.85009765625,370432.41015625
2023-04-28,KEI,197,1895.050048828125,373324.8596191406
2023-05-31,CHOLAFIN,381,1050.9000244140625,400392.9093017578
2023-05-31,ANURAS,343,1166.0,399938.0
2023-05-31,ITDCEM,2453,163.35000610351562,400697.5649719238
2023-05-31,ZENTEC,1076,372.3999938964844,400702.3934326172
2023-05-31,NUCLEUS,393,1017.4500122070312,399857.8547973633
2023-05-31,APTECHT,987,405.8214416503906,400545.76290893555
